41798
<<<<<<< HEAD
dynamical_properties 0.860977
dyadicreciprocitynetscir 1.871619
dxn 1.435619
drilling 0.695191
drilldown 0.985500
dpi 1.070711
doubles 0.549626
doubled 0.978596
dos 0.884973
domf 1.828487
documentary 1.091878
dneighborhood 1.817941
dks 1.262682
djt 0.992824
distributed_control 1.148969
dispersed 0.897912
disorder 0.810129
diskdijkstra 1.716076
disjoint_subsets 0.711735
dilations 0.665557
dig 0.877726
diffusing 0.693313
dif 0.617292
diamg 1.708816
diagonal_matrices 0.978092
deterrence 0.698670
dependency_relations 0.968150
densesubtensor 1.775455
denoising 0.546816
defensive 0.989668
decode 0.841602
cunyblender 2.029905
cunningham 1.153790
ctrws 1.533648
cspr 1.418576
crn 1.095867
criticism 1.011051
critical_exponent 1.226612
creditor 1.080711
counterexamples 0.744351
corrupt 0.798939
cornerstone 0.925633
convolutional_networks 1.116067
conveying 0.804290
conveniently 0.851973
contingency 0.837271
context_aware 0.777880
contentrepresentative 1.622207
containedin 1.808925
const 0.929991
consent 0.960366
connection_graph 1.021381
conjugate_prior 1.045241
confusing 0.677893
confidence_interval 0.869984
concept_space 1.420697
complications 0.634217
comfortable 1.016936
cognitive_modeling 0.698685
coer 0.933136
code_length 1.142572
clusterone 2.209417
clir 0.779262
clickthrough_data 1.069206
clementi 1.180373
classmates 1.061054
classification_task 0.947459
classification_accuracy 0.721105
claire 1.066670
circumvent 0.892421
cindex 1.847439
cidsr 1.790115
chien 0.957950
chayes 1.093199
chavez 1.413171
certicates 1.889722
ccscores 1.841780
cav 0.815570
caution 0.788816
caminada 0.960108
camilla 1.295652
calibrate 0.699474
cacioppo 0.875306
c2 0.945418
bunke 0.817080
bui 1.064140
buffer_space 1.112763
brownian_motion 0.824468
boudec 1.409694
boldrini 1.238486
boeing 1.115847
blinding 1.001367
bizhani 2.182187
bitrate 0.681214
bit_rate 0.955529
biological_processes 0.934007
betweeness 1.067269
bestlink 1.197667
beneted 1.370243
benecidt 1.445169
bayesnet 2.081621
bayesian_analysis 0.668540
based_clustering 1.131599
banavar 1.622829
baldridge 1.310040
avors 1.395822
automated_systems 0.668020
autoencoder 0.813448
authorpaper 1.601337
australian 0.956303
attributed_graph 0.955907
attentionactivity 1.823202
atlas 1.215937
arun 1.285506
arbitrarily_large 1.109187
apu 1.033658
approximation_scheme 1.053124
approximation_ratios 1.039388
approximately_equal 0.838194
antimonotonicity 1.615512
anthony 1.049047
alternating_optimization 0.999691
almaas 1.190004
algolink 1.774002
ajk 0.983130
aggregation_operator 1.113168
agent_based_model 1.569915
adjective 1.072556
actuator 0.815694
accumulates 0.680536
accelerates 0.788704
aat 1.118151
zaman 0.891825
yoshikawa 0.847789
ykcid 1.863366
ya 0.736658
xuv 0.863060
xuan 0.819364
xtn 1.396117
xth 1.197187
xiti 2.031270
xes 0.884039
word_pair 1.191310
wikicovered 1.644986
widths 0.746703
whichever 0.945556
wellunderstood 1.399329
wellseparated 1.603486
welling 1.322614
weighed 0.752542
weak_supervision 1.295245
weak_monotonicity 1.109825
wcnc 0.991734
warfare 0.979919
walter 1.153894
walktrap 1.576794
vqv 1.953326
vlm 0.906410
visualrank 1.453111
visitor 1.067369
vij 0.846679
vignette 1.274606
vetterli 1.255836
vefactor 1.885012
valuation_functions 1.001340
utilitybased 1.758785
userfriendly 1.483731
uq 1.045783
updno 2.073192
unlicensed_users 1.210731
unitary 0.614402
unif 1.385912
unidirectional 0.938216
unfold 0.741055
underneath 0.930560
undercutting 1.239125
unanticipated 0.795401
uivi 1.812279
udu 1.207411
tws 1.610591
turkers 1.430562
trust_metadata_management 1.135369
trussness 1.743727
trnloc 2.116654
treem 1.377257
transactive_memory 1.025077
trademark 1.515159
tpg 1.009114
towns 0.848029
toutanova 1.832117
touched 0.985274
toth 1.311099
topicblock 1.640916
topically_related 0.869738
tnow 2.167517
tit 0.738490
tist 1.061209
timewithin 1.929851
timevariant 1.534477
timer_expires 0.987709
thursday 1.114868
thresholdlimited 1.876806
thickness 0.937154
thermodynamics 0.789417
textual_inference 0.822130
textside 2.232187
termterm 1.991515
terminologies 0.835587
tensor_decomposition 0.549782
temporal_correlation 0.857339
temporal_constraints 0.799882
tcpip 0.639554
tatemodern 2.146391
tampa 0.915317
synonymous 1.115090
synergistic 0.587619
swerve 0.993011
swear 0.878311
sutton 1.172205
surveybased 1.632788
surroundings 0.787331
supreme_court 0.801006
suppresses 0.856212
supervised_clustering 1.064869
superpixels 1.467686
supercomputing 0.797188
sundararajan 1.091936
sumlm 1.874506
suitors 0.885579
suitability 0.818817
substitutions 0.711065
submitting 0.869720
stu 0.868530
structural_constraints 0.638527
strauss 0.971907
storage_locations 1.046456
stern 1.127180
stemmed 0.829803
steeper 0.858744
stationary_point 1.283731
ssregu 1.876157
spiros 0.971328
spied 0.863690
sparql_queries 0.699592
solvers 0.720923
smale 1.101788
slide 0.720710
slater 1.173088
skitter 1.191433
skeletal 0.949843
sitting 0.821531
sisj 1.950263
siri 1.045549
singleuser 1.648670
singletons 0.770042
sina 0.893404
simplecache 1.967204
simdec 1.767668
silence 1.263431
significant_difference 1.251498
signedranks 2.019619
signal_propagation 1.241088
sideeffect 1.565615
sicjcj 1.953513
sibp 1.709108
shroff 1.079665
shortcuts 0.510665
shooting 1.134597
shehe 0.822541
shasha 0.949557
sgt 0.886571
sensitive_information 1.050574
seniority 1.051390
semanticsaware 1.785903
selftraining 1.746421
selfpropelled 1.189888
selfinterest 1.589415
security_services 1.136218
secretary 1.125530
seamless 0.946728
scjcj 1.844027
schutzesilverstein 2.211916
schaffer 1.277191
satcom 0.911527
sarawagi 1.100987
sangkyum 1.849635
samegeneration 1.875400
sally 1.143528
salem 1.235903
sadness 1.137482
sacricing 1.607909
rtype 0.993160
rsta 0.971377
rotation_matrix 0.663172
rome 1.016730
rolesensemakingagent 2.422785
role-playing 2.133856
rlm 0.870239
rfid 0.788645
rewire 0.923498
revocation_scheme 1.102766
review_article 1.622081
reversal 0.727470
reverb 0.811071
reusable 0.566975
response_function 1.153304
resemblance 0.695361
reproducing 0.721794
reordered 0.884871
relevance_model 1.047140
relay_transmission 1.310146
registers 0.930268
reections 1.534004
redirection 0.913848
recursions 0.633422
recomputing 0.892273
recognizer 1.069696
reaching_consensus 1.212206
raw_gps 1.279180
ratiocut 1.863310
rankk 1.875103
random_numbers 0.990824
random_breakdowns 1.604458
rahwan 1.228636
radford 1.180940
queueing_delay 1.105428
query_suggestion 1.177158
quantized 0.654874
quang 0.889072
qualityaware 1.689214
quadrant 1.005693
qrrnum 1.804820
qrf 0.779129
qoiawareness 1.787311
pzg 1.385104
pxj 2.141932
putnam 1.121413
pse 0.830461
pry 0.808354
proximal 0.586969
provenanceassisted 1.654835
processing_times 1.050606
probabilistic_modeling 0.714985
privileges 0.775780
privacy_policy 0.813021
presumed 0.801143
preliminary_study 0.971648
predecessors 1.065513
ppq 0.917504
pppppppp 1.720392
powergrid 0.871327
power_series 1.123164
possessing 0.940385
popped 1.154416
policy_makers 1.084033
poach 1.363487
plugins 0.683280
plaintext 0.656069
pioneer 1.112901
pinpoint 0.738117
pictorial 0.802405
pianesi 1.327624
physical_location 0.995730
phone_numbers 1.230296
phelps 1.072586
person_names 1.205301
perpendicular 0.862542
perpacket 1.773151
peerinciduence 1.803097
pedagogical 0.804054
peaked 0.739263
passat 1.147847
parker 1.253742
parenthesis 0.871477
parameterize 0.614394
pairwise_interaction 0.637759
pairwise_distances 0.658194
pairwise_distance 0.844092
packet_forwarding 0.798579
outout 1.956573
outdated 0.898183
orl 1.116354
optimization_algorithms 0.635821
opted 0.864493
opportunistic_spectrum_access 1.307197
opendomain 1.613418
open_problems 1.032393
ongoing_research 0.885605
ol 1.060750
oij 1.492633
occur_frequently 0.976178
occluded 0.832037
occasions 0.930645
occasion 1.067012
observationsa 1.910187
objectsets 1.950238
object_groups 1.209063
nystrom 0.821816
numinp 1.683944
numerical_data 0.881333
numerical_calculations 1.170071
nucleus 1.325033
normalization_method 1.369705
nonrepudiation 1.824215
nonlinear_dynamical 0.767642
nonequilibrium 0.904677
noncandidate 1.855031
nodeq 1.992123
nobel 0.592837
nnp 0.794503
nisan 1.016585
nigam 0.938539
nielsen 0.884044
nibf 2.069792
ngs 1.136291
network_elements 1.034991
netcluster 1.802817
netbeans 0.637054
nesterov 1.059750
nervous 0.934158
neighbor_node 1.150402
ncrp 0.502733
national_science 1.571736
national_research 1.145495
naaclhlt 1.819022
mutations 0.555069
musicians 1.344556
multiple_sensors 0.915081
multiple_features 1.099681
multiple_choice 1.365325
multilinear 0.718828
mttcp 1.869216
movebank 1.880054
mother 1.160793
monti 1.042453
monolithic 0.747224
mon 1.105693
mobility_scenarios 1.065974
mixedfidelity 1.647165
mistakelcam 1.618545
mirrors 0.689810
minr 1.736605
milton 1.287538
militarily 0.918676
milieu 0.989440
migrate 0.680841
microaveraged 1.783350
michel 1.022058
mia 1.181517
mezard 1.286643
meyerson 1.042529
mexican 0.885882
metabolites 0.669758
metabolism 0.724242
messages_exchanged 0.982467
message_forwarding 0.828060
message_exchanges 0.878694
mesa 0.455512
mcphee 1.119730
mathematical_analysis 0.735760
materializations 0.793735
massively 0.871725
massa 1.002160
martins 0.980926
market_share 1.175986
market_mechanisms 0.950458
manmade 0.909739
malicious_behavior 0.693219
makespan 0.864339
magc 1.665344
machiraju 1.261191
luxburg 1.338478
lows 0.562882
lookup_table 0.833791
longitudinal_data 0.651855
long-term 1.528675
lon 1.268724
logit 0.644520
logicbased 1.845894
locales 0.886254
local_minimum 1.229942
literals 0.664123
link_layer 0.926277
linear_svms 0.829950
likeminded 0.736991
lifted 0.839843
lielca 1.773946
lian 1.155536
lem 0.800164
lect 0.908451
learning_objectives 1.159971
lbs 0.700667
latex 0.980901
laprlsclick 1.754189
langford 1.341894
lanes 0.849519
landauer 1.427928
lambda 0.776410
lakshmanan 0.869509
lagged 1.000138
kurose 1.169909
kok 1.080525
knowledgebase 0.792949
kle 0.881002
kld 0.792923
killing 1.026814
kids 1.131716
khatrirao 1.748467
key_frames 1.347966
kcidcid 2.052008
kba 1.191602
kalia 0.927219
kagomem 2.056564
judicious 0.933747
jg 0.674721
jerey 1.885959
jadbabaie 1.558719
jacobian 0.701987
izi 1.092689
iwata 1.028225
ives 1.404558
ivd 0.894686
itpr 2.319921
itgam 1.686874
iterative_method 0.886718
isis 1.322907
ipo 0.845019
ios 0.635791
introductory 0.941123
intervening 0.895532
interrelation 0.846896
interpreter 1.276808
internal_structure 0.894273
interdisciplinary_research 1.029778
interarrival_times 1.275439
interaction_techniques 0.776829
intelhumidity 1.983254
instantaneously 0.797059
instant_message 0.973406
inspiring 0.776620
inp 1.158394
initials 0.897160
informationrich 1.437393
infolab 1.629946
inferential 0.659085
inference_problems 0.751574
inefficient 0.635803
incorporating_prior_knowledge 1.371268
incompatible 0.789702
inbetween 0.845478
imperative 0.651175
imbalances 0.927132
illustrative_examples 0.806884
ill 0.961282
ikin 0.973689
ijcnlp 1.468351
identically_distributed 1.010601
ical 0.650407
ibeacon 0.510483
hypersphere 0.802922
hwi 0.788804
hvicinity 1.594323
hvicinities 1.726215
httpnlp 1.732487
household 0.783798
horng 0.937743
hopbyhop 1.641879
holdout 1.116751
hinge_loss 1.115052
hinders 0.815811
highstatus 1.617867
highfidelity 1.565175
high-quality 1.427261
hidden_states 1.369067
heterogenous_networks 0.880542
hessian_matrix 1.054444
heights 1.024179
hazards 0.792850
hawks 1.203586
hastings 1.280324
handcrafted 0.916540
hagerty 1.465345
hachen 1.243940
gxt 1.208623
guodong 1.020349
grebogi 1.249527
great_importance 1.081624
grasp 0.929088
graph_similarity 0.925178
grammys 0.809806
gpsbased 2.022332
gpi 1.214133
gpa 0.917073
governmental 0.949520
goldstein 1.047861
goldman 0.987624
golder 1.186992
git 1.180255
giridhar 1.005246
gerhard 1.148255
geographical_region 0.897545
genio 1.048026
genderspecic 1.827494
genders 0.871983
gat 0.892619
gal 1.296038
fuv 1.091689
fully_distributed 1.183389
full_text 1.101694
fukushima 1.009087
fssreg 1.843683
frontal 0.939396
frequently_updated 1.247751
frequently_accessed 1.346512
fov 0.776132
fourtuples 1.534192
forwarding_strategies 1.102640
forcedirected 1.628279
fluency 0.782165
finite_size 1.049969
filling 1.128980
figueiredo 0.799381
fienberg 1.003813
fgcid 2.070618
fetched 0.842676
feige 1.076355
federation 1.183452
feature_analysis 1.237358
faithful 0.836881
fads 1.039912
faculty_member 0.866309
extremely_low 0.945577
extended_abstracts 1.374998
expertise_level 1.344367
excludes 1.103009
exclamation 1.188467
evaluation_criteria 0.835704
eui 0.806646
eryilmaz 1.594822
erik 1.026019
equality_constraint 0.953395
epre 2.041807
epp 0.864509
entitypage 1.731494
entity_search 1.093777
enthusiasm 1.230935
engines 0.610691
engages 1.077826
energetically 1.036417
enduser 0.893007
encyclopedic_knowledge 1.389289
encompassing 0.969447
emit 0.775064
emenheiser 1.967859
embody 0.834683
electronic_media 1.202176
eeg 0.736701
edjsj 2.153929
edin 0.733346
edi 1.343190
edgelimited 1.683133
edflvf 1.793348
ecidt 2.053770
eberle 1.361051
earlyupdate 1.743322
dynamically_updated 0.884126
dynamic_environments 0.906029
dxj 1.662179
dvd 0.957772
duen 1.022464
dsr 1.115876
dragging 0.836415
dpp 0.869074
dozens 0.831125
dotdot 1.473027
domain_dependent 0.970735
documenting 0.787094
document_datasets 1.008023
document_clusters 0.805624
dms 0.982438
dklpe 1.987208
districts 0.832113
distance_matrix 1.098499
disruptions 0.708329
displaygroup 2.195277
discussion_forums 0.999624
disclosure 0.850913
differentiates 0.859707
dieselnet 1.515993
dierentiating 1.420054
diagonalization 0.801933
diagnosed 0.782257
dft 0.772317
dfi 1.284016
devicetodevice 1.767368
deterioration 0.864987
destruction 0.966690
desanctis 0.887156
dequeue 0.936593
dependency_relation 1.132160
dependency_parser 0.965942
denitive 1.449049
demaine 0.971298
degreedependent 1.789619
decryption 0.757998
decouples 0.482966
decit 1.513525
decisionselection 1.645659
decisionmaker 0.953978
debugging 0.605723
ddcid 1.669030
davidson 1.104906
data_processing 0.811176
dare 1.147300
cylindrical 0.772794
cyberpsychology 1.034665
cubic_graphs 0.986196
ctt 1.264895
ctoutlier 1.645473
crossgeneration 1.720722
creators 1.023490
cqu 1.253207
coupons 0.805845
cotraining 1.770482
cost_reduction 0.965180
cosine_distance 0.837676
corners 1.201459
cooperationencouraging 1.685959
cooperated 1.170746
convergence_analysis 1.092136
control_scheme 1.289983
contested 0.862156
content_distribution 1.337430
conte 1.291426
constraineddecisionaggregation 1.666772
constituted 1.013243
constant_factor_approximation 0.879060
conserved 0.552142
conservatively 0.909701
connecticut 1.143577
congruence 0.699934
condensed_matter 1.229679
concisely 0.724867
conceptual_framework 0.968240
conception 0.732380
compression_ratios 1.068752
commuting_matrices 1.065539
cognitive_architecture 0.945867
coclustering_algorithm 0.611607
coarsegraining 1.562603
cnd 1.135715
cluttered 0.958666
clever 0.717219
cleared 0.989242
cleaned 1.021112
classifications 0.899571
cjt 1.401414
ciss 1.222782
cinema 1.066321
cidui 1.636391
cidcidx 1.702713
cidcidcidx 1.920594
chin 0.849698
chemometrics 0.936185
charts 0.538344
character_level 1.235809
chapters 0.949958
channel_selection 1.056215
channel_access 1.197918
change_impact 1.099091
cerevisiae 0.694754
centrally 0.994230
cdoutlier 1.584008
cdo 1.236073
cdb 1.140774
ccr 1.329391
ccidase 1.421261
cccp 0.589242
catster 1.352682
caruana 0.790471
calibrated 0.827560
cahepph 1.779123
byungkyu 1.923309
bub 1.487235
broadcasted 1.425347
borrowers 0.888392
bolded 0.594097
blogging 0.786362
blinded 1.257099
birthplace 1.116400
bioinfer 1.815600
bility 0.790050
big_five_personality 1.356390
big_brother 1.894634
biasing 0.671704
besteffort 1.683863
belongie 1.333868
bcub 2.017396
bbreaksx 1.895481
basicca 1.787271
bardavid 1.607622
bak 1.140669
bahrain 1.140104
backup 0.915748
backed 0.902016
avgd 2.013911
ava 1.383684
autonomous_entities 1.110190
automatically_constructed 0.987225
automatic_detection 1.101591
automata 0.902621
autocorrelation_function 0.813201
austria 1.338389
augmented_reality 1.122323
audio_clip 1.385991
attendees 0.825758
attendant 1.251689
attaches 0.874859
atkinson 1.329596
athens 1.052348
ast 0.791667
association_for_computing_machinery 1.144191
argumentation_systems 1.034441
application_server 1.152765
anthropological 1.056497
announcements 0.918819
andy 1.008925
anandkumar 1.662530
alternating_least_squares 1.282261
allpair 1.638116
algorithmic_framework 0.750914
alfaro 1.092628
akutsu 1.113459
akr 0.933100
akaike_information_criterion 1.111745
airforce 1.031440
aip 0.867389
adverbs 0.737979
adjustable 0.706145
adjectives 0.837135
ad-hoc 1.717333
action_recognition 1.264935
aclhlt 1.876257
acknowledged 1.072093
zzzd 1.771753
zzz 0.953241
zxy 1.455923
zuv 1.927499
zooming 0.691177
zli 0.996963
yue 0.901975
young_people 1.258833
xxt 1.739046
xren 1.934526
xcidcid 1.788804
wsls 0.958410
wsd 1.005261
world_cup 0.951687
wolsey 1.125027
wlan 0.659078
wjqjt 1.972966
wireless_sensor 0.983928
wikileaks 0.849125
wiener 1.094651
widely_accepted 1.025518
weve 0.635658
wenpin 2.084659
web-based 1.634838
weakening 0.784143
wbt 0.975409
wattsstrogatz 1.692569
waters 0.979224
vso 1.283618
voluntarily 1.020393
voices 0.962149
voicegroupscope 2.358721
vladimir 0.857011
vjk 1.258108
vivek 0.862422
visualization_tool 0.732867
videoskype 2.311117
vertical_lines 1.118112
vari 0.555609
uwv 1.485356
user_activities 0.944282
urfcs 2.076043
upo 0.853530
upgrading 0.717996
uout 1.962836
unsurprisingly 0.951805
unirank 1.094846
unimportant 0.811341
uniform_random_sampling 1.038746
undoubtedly 0.939307
underrepresented 0.731841
underlie 0.771277
unbiased_sampling 0.859614
unaligned 0.726784
uic 1.033868
type_inference 1.002214
